what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1343245905682
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1343245907139
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343245915412
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343245919088
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343245925070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343245925200
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343245934467
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343245943721
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343245945012
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1343245945020
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343245954370
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343245971919
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1343245975237
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343245976096
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1343245984098
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343245986687
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1343245989813
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343245992597
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343245992650
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1343245996324
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343245999645
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343246017200
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343246018300
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,20.0.0.v201206242043-391819,"overlay.com.android.ide.eclipse.adt.overlay",1343246018572
stopped,bundle,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.adt",1343246018573
